id,title,original_title,original_language,overview,budget,revenue,runtime,release_date,genres,popularity,vote_average,vote_count
48038,Evolver,Evolver,en,"Meet Evolver, the ultimate toy for the Cyberpunk generation, a virtual-reality game brought to fierce, three-dimensional life. With each battle, Evolver lives up to his name. He becomes faster, smarter and deadlier. Meet Kyle Baxter (Ethan Randall) the teenage video game whiz who wins the first ever Evolver robot. Suddenly, some fatal accidents begin to happen. With help from Jamie Saunders (Cassidy Rae), a beautiful rival game player, Kyle digs up a terrifying missing link: Evo was created from a scrapped U.S. Defense Robotics Department. Designed to infiltrate enemy encampments, he has the capacity to adapt to any situation, and he's programmed to leave no survivors. By the time Kyle and Jamie discover this, Evo has evolved to his most advanced and dangerous state and will stop at nothing until he annihilates the young man who is his one undefeated opponent.",0.0,0.0,90.0,1994-12-31,"['Action', 'Horror', 'Science Fiction']",1.64424,5.7,6.0
335791,When the Bough Breaks,When the Bough Breaks,en,A surrogate mother harbors a deadly secret desire for a family of her own with the husband who is expecting to raise her child.,10000000.0,30658387.0,97.0,2016-09-09,"['Mystery', 'Drama', 'Horror']",17.046052,5.3,93.0
46562,The Last Rites of Ransom Pride,The Last Rites of Ransom Pride,en,"When Juliette (Lizzy Caplan) sets out to bring her slain lover -- outlaw Ransom Pride -- home to Texas to be buried, she knows the journey won't be easy, but she has little idea of the dangers that lie ahead in this dark Western drama. The film's cast includes Scott Speedman as the murdered bad boy, Dwight Yoakam as a homicidal reverend, Kris Kristofferson as a rival outlaw, and Jason Priestley and W. Earl Brown as a pair of bounty hunters.",0.0,0.0,83.0,2010-06-17,"['Action', 'Drama', 'Western']",1.516498,3.8,7.0
130639,Extreme Private Eros: Love Song 1974,Extreme Private Eros: Love Song 1974,ja,"In 1972, Miyuki tells her ex-lover Kazuo that she's going to Okinawa with their son. Kazuo decides to film her. He narrates his visits to her there: first while her flatmate is Sugako, a woman Miyuki is attracted to; then, while she works at a bar and is with Paul, an African-American soldier. Once, Kazuo brings his girlfriend, Sachiko. We see Miyuki with her son, with other bar girls, and with Sachiko. Miyuki, pregnant, returns to Tokyo and delivers a mixed-race child on her own with Kazuo and Sachiko filming. She joins a women's commune, talks about possibilities, enjoys motherhood, and is uninterested in a traditional family. Does the filmmaker have a point of view?",0.0,0.0,98.0,1974-01-01,"['Documentary', 'Foreign']",0.662784,7.6,5.0
13166,Freddy Got Fingered,Freddy Got Fingered,en,"An unemployed cartoonist moves back in with his parents and younger brother Freddy. When his parents demand he leave, he begins to spread rumors that his father is sexually abusing Freddy.",0.0,0.0,87.0,2001-04-18,['Comedy'],7.187919,4.5,117.0
14963,The Groomsmen,The Groomsmen,en,A groom (Ed Burns) and his four attendants wrestle with issues related to friendship and maturity a week before the big day.,0.0,0.0,98.0,2006-06-09,"['Comedy', 'Romance']",3.098757,5.1,13.0
344147,Sharktopus vs. Whalewolf,Sharktopus vs. Whalewolf,en,"When a mad scientist mixes the genes of a killer whale and a wolf, it creates the Whalewolf, and it's up to Sharktopus to stop it.",6000000.0,0.0,83.0,2015-07-19,"['Action', 'Science Fiction', 'Adventure']",2.266007,3.5,16.0
177047,Decoding Annie Parker,Decoding Annie Parker,en,The lives of a breast-cancer patient and a researcher who is trying to prove a genetic link to cancer intersect in a groundbreaking study.,2000000.0,48390.0,91.0,2014-05-02,['Drama'],3.880541,5.5,38.0
214597,Fright Night 2: New Blood,Fright Night 2: New Blood,en,"By day Gerri Dandridge is a sexy professor, but by night she transforms into a real-life vampire with an unquenchable thirst for human blood. So when a group of high school students travel abroad to study in Romania, they find themselves ensnared in her chilling web of lust and terror. Charlie and “Evil” Ed must stop Gerri from drinking and bathing in the blood of a “new moon virgin,” which just so happens to be Charlie’s ex-girlfriend, Amy.",8000000.0,0.0,99.0,2013-08-31,"['Horror', 'Comedy']",10.752888,4.4,81.0
34389,Iraq in Fragments,Iraq in Fragments,en,"An opus in three parts, Iraq In Fragments offers a series of intimate, passionately-felt portraits: A fatherless 11-year-old is apprenticed to the domineering owner of a Baghdad garage; Sadr followers in two Shiite cities rally for regional elections while enforcing Islamic law at the point of a gun; a family of Kurdish farmers welcomes the US presence, which has allowed them a measure of freedom previously denied. American director James Longley spent more than two years filming in Iraq to create this stunningly photographed, poetically rendered documentary of the war-torn country as seen through the eyes of Sunnis, Shiites and Kurds.",0.0,202000.0,94.0,2006-01-21,"['Documentary', 'Foreign']",0.541397,6.8,6.0
139374,Bullit & Ripper,Mais qui a re-tué Pamela Rose?,fr,"French filmmaker Eric Lartigau directs the anarchic buddy comedy Bullit and Riper, originally released as Mais qui a tue Pamela Rose? French comedic television stars Kad Merad and Olivier Barroux are both the protagonists and the screenwriters. As a parody of Hollywood cop films, the story is set somewhere in the American Midwest as fabricated by the French. After losing his regular partner, FBI agent Richard Bullit (Merad) gets assigned to the book-learned cop Riper (Barroux) to investigate the death of a stripper. American movie stereotypes abound, such as shock jock Phil Canon (Gérard Darmon) and sheriff Steve Marley (Jean-Paul Rouve).",9000000.0,0.0,90.0,2012-12-02,['Comedy'],2.754608,5.6,48.0
37053,Tenchu!,Hitokiri,ja,"A ronin desperately seeks a way out of financial straits; he allies with the Tosa clan under the ruthless leader Takechi, who quickly takes advantage.",0.0,0.0,140.0,1969-08-09,"['History', 'Action', 'Drama']",1.196355,6.1,6.0
20989,18 Fingers of Death!,18 Fingers of Death!,en,"The ""buzz"" in Hollywood is that, ""18 FINGERS OF DEATH!"" will kick the butt out of the low budget martial arts movies genre and knocks us down to the ground laughing! This funny ""sockumentart"" of the world of Chop sockey, kung fooey, ninja poo poo, karate kidding croutching tiger stuff takes you on the journey of making martial arts movies at it's lowest.",0.0,0.0,87.0,2006-04-11,"['Action', 'Adventure', 'Comedy']",0.142365,5.0,3.0
352205,Parched,Parched,hi,"In a rural Indian village, four ordinary women begin to throw off the traditions that hold them in servitude in this inspirational drama.",2700000.0,0.0,116.0,2015-11-14,['Drama'],3.322681,8.5,23.0
16843,11:11,11:11,es,"Eighteen years after the murder of her parents, Sara Tobias searches for the meaning of the numbers '11:11' that was scratched in blood beside her mother's body. Following three sudden murders, supernatural events are unleashed as she gets closer to the truth.",0.0,0.0,0.0,2004-02-01,['Horror'],1.321883,2.7,15.0
12266,Strange Affair,Une étrange affaire,fr,"A young Parisian advertising executive becomes so captivated by the unsettling charm of his mysterious new employer that he eventually abandons his family and friends, viewing it a privilege to let the ubiquitous employer take over his home, his life, his desire. Only his wife remains suspicious, recognizing both the pathos and the evil in the man’s soul-stealing power.",0.0,0.0,105.0,1981-12-23,['Drama'],0.58662,4.2,3.0
31623,Battleground,Battleground,en,"The film concentrates on the camaraderie and the divisions between the troops as they ready for the big offensive. Told in a taut narrative, the men of the 101st, led by Van Johnson, wait out the winter in the Ardennes forest to confront the German army in what would be the last major offensive of World War II. The men are demoralized and trapped, with no hope of support from the Allies.",0.0,0.0,118.0,1949-11-09,"['Action', 'Adventure', 'Drama', 'War']",2.746799,6.4,21.0
35793,Penny Points to Paradise,Penny Points to Paradise,en,"When Harry and Spike visit Bristol to spend the winnings from Harry's latest Pools win, the boys are soon targeted by a gang of local counterfeiters.",0.0,0.0,77.0,1951-01-01,['Comedy'],0.110769,5.5,1.0
30077,By the People: The Election of Barack Obama,By the People: The Election of Barack Obama,en,"By the People: The Election of Barack Obama is a documentary film produced by Edward Norton broadcast in November 2009 on HBO, which follows Barack Obama and various members of his campaign team, including David Axelrod, through the two years leading up to the United States presidential election on November 4th, 2008.",0.0,0.0,116.0,2009-11-09,['Documentary'],0.614212,6.9,4.0
13475,Star Trek,Star Trek,en,"The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.",150000000.0,385680446.0,127.0,2009-05-06,"['Science Fiction', 'Action', 'Adventure']",15.362632,7.4,4574.0
336956,A.D. The Bible Continues,A.D. The Bible Continues,en,"A.D.: The Bible Continues is a television miniseries, based on the Bible, and a sequel to the 2013 miniseries. It is produced by Roma Downey, Mark Burnett, and Richard Bedser.",0.0,0.0,225.0,2015-04-05,[],0.023268,0.0,0.0
101908,Shanghai Dreams,青红,zh,"In the 1960s, encouraged by the government, a large number of families leave Chinese cities to settle in the poorer regions of the country, in order to develop local industry. The film's main character is a 19 year old girl who lives in the Guizhou province, where her parents have settled. That's where she has grown up, where her friends are and where she first experiences love. But her father believes that their future lies in Shanghai. How can they all keep on living together when they don't share the same dreams?",0.0,0.0,123.0,2005-06-03,['Drama'],0.334025,5.6,8.0
284457,Twin Peaks: Fire Walk with Me - The Missing Pieces,Twin Peaks: Fire Walk with Me - The Missing Pieces,en,The long-awaited missing pieces from the original version of the film – nearly an hour-and-a-half of deleted/alternate scenes from Twin Peaks: Fire Walk With Me – often referred to as the “holy grail” of Twin Peaks fandom.,0.0,0.0,91.0,,"['TV Movie', 'Thriller', 'Drama', 'Crime']",3.027874,7.5,34.0
16406,Dick,Dick,en,"Comedy about two high school girls who wander off during a class trip to the White House and meet President Richard Nixon. They become the official dog walkers for Nixon's dog Checkers, and become his secret advisors during the Watergate scandal.",13000000.0,27500000.0,94.0,1999-08-04,['Comedy'],3.960622,5.7,67.0
451644,Dragonheart: Battle for the Heartfire,Dragonheart: Battle for the Heartfire,en,"When the King Gareth dies, his potential heirs, twin grandchildren who possess the dragon’s unique strengths, use their inherited powers against each other to vie for the throne. When Drago’s source of power – known as the Heartfire – is stolen, more than the throne is at stake; the siblings must end their rivalry with swords and sorcery or the kingdom may fall.",0.0,0.0,98.0,2017-06-13,['Adventure'],7.794894,5.7,25.0
179144,The Great Beauty,La grande bellezza,it,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.",12400000.0,8371085.0,142.0,2013-05-21,"['Comedy', 'Drama']",8.176134,7.3,745.0
5174,Rush Hour 3,Rush Hour 3,en,"After an attempted assassination on Ambassador Han, Inspector Lee and Detective Carter are back in action as they head to Paris to protect a French woman with knowledge of the Triads' secret leaders. Lee also holds secret meetings with a United Nations authority, but his personal struggles with a Chinese criminal mastermind named Kenji, which reveals that it's Lee's long-lost...brother.",140000000.0,258022233.0,91.0,2007-08-08,"['Action', 'Comedy', 'Crime', 'Thriller']",9.718111,6.1,801.0
344123,Perfect Match,Perfect Match,en,"When an engaged couple can’t agree on anything, the mother of the groom (Linda Gray) hires a wedding planner (Danica McKellar) and an event planner (Paul Greene) to help put together the wedding of their dreams.  The two planners are as different as night and day, but as they too learn to compromise, they discover opposites do indeed attract and can combine to produce incredible results!",0.0,0.0,83.0,2015-06-21,"['Comedy', 'Romance']",0.826013,5.4,13.0
279714,OT: Our Town,OT: Our Town,en,"Against all odds, the first theatrical production in over 20 years at Dominguez High School is going to be Thorton Wilder's American classic Our Town. The kids at this Compton school are about to experience more than a culture clash, as they embark on a rich journey and discover the educational and social value of theater. OT: Our Town tells the story of human spirit and its strength against the stereotypes holding them down. Where Thorton Wilder wrote about about little Grover's Corners, this documentary exemplifies how Our Town is every town. Our Town is Compton.",0.0,0.0,0.0,2002-01-01,['Documentary'],0.052777,5.0,1.0
17915,Dance with Me,Dance with Me,en,"Young Cuban Rafael just buried his mother, and comes to Houston to meet his father John for the first time. The difficult part is that John doesn't know he is Rafael's father. John runs a dance studio, and everyone prepares for the World Open Dance championship in Las Vegas. It soon becomes clear Rafael is a very good dancer, and Ruby is the biggest hope for the studio at the championship.",0.0,15.0,126.0,1998-08-21,"['Drama', 'Music', 'Romance']",7.894516,5.6,24.0
203793,Stalingrad,Сталинград,ru,"Drama set in 1942, during one of the most important battles of World War II, which stopped the progress of Nazi forces and turned the tide of war in favor of the Allies. The Soviet army mounts a counter-attack on the Nazi forces that occupy half of Stalingrad on the other side of the Volga, but the operation to cross the river is unsuccessful. A few soldiers who managed to get to the other side take refuge in a house on the bank of Volga. Here they find a girl who didn’t escape when the Germans came. While the whole might of the German army descends onto them, the heroes of Stalingrad experience love, loss, joy and the sense of ultimate freedom that can only be felt by those about to die. They defend the house at all costs while the Red Army prepares for another attack.",30000000.0,68129518.0,131.0,2013-10-09,"['War', 'Action']",0.595196,5.7,93.0
254800,Breaking Through,Breaking Through,en,"When Casey, a dancer who is discovered on YouTube, gets thrust into the modern world of internet celebrity and culture, she must find a way to balance her true identity with her online persona, or risk losing everything she cares about.",0.0,0.0,84.0,2015-08-19,"['Music', 'Drama']",1.911115,5.4,21.0
283703,The Postman's White Nights,Белые ночи почтальона Алексея Тряпицына,ru,The film represents life in a godforsaken Russian village. The only way to reach the mainland is to cross the lake by boat and a postman became the only connection with the outside world. A reserved community has been set up here. Despite the modern technologies and a spaceport nearby the people of the village live the way they would in the Neolithic Era. There is neither government nor social services or jobs. The postman's beloved woman escapes the village life and moves to the city. Postman's outboard engine gets stolen and he can no longer deliver mail. His normal pattern of life is disrupted. The postman makes a decision to leave for the city too but returns before long with no certain reason. The script is based on real characters' stories. People from the village play their own parts in the film. The search for the protagonist lasted for over a year.,0.0,0.0,90.0,2014-10-14,['Drama'],1.658212,7.4,7.0
9725,Friday the 13th Part 2,Friday the 13th Part 2,en,"Five years after the horrible bloodbath at Camp Crystal Lake, it seems Jason Voorhees and his demented mother are in the past. Paul opens up a new camp close to the infamous site, ignoring warnings to stay away, and a sexually-charged group of counselors follow -- including child psychologist major Ginny. But Jason has been hiding out all this time, and now he's ready for revenge.",1250000.0,21722776.0,87.0,1981-05-01,"['Horror', 'Thriller']",8.710824,6.0,321.0
11516,Winged Migration,Le peuple migrateur,fr,"The cameras of Jacques Perrin fly with migratory birds: geese, storks, cranes. The film begins with spring in North America and the migration to the Arctic; the flight is a community event for each species. Once in the Arctic, it's family time: courtship, nests, eggs, fledglings, and first flight. Chicks must soon fly south. Bad weather, hunters, and pollution take their toll. Then, the cameras go",35866397.0,20217080.0,98.0,2001-12-12,['Documentary'],3.68993,7.1,50.0
45301,Outrage,A Woman Hunted,en,"Lainie Wheeler has two daughters, but her husband leaves them for a Thai monastery. She completely neglects her job in TV production but finds a new vocation in nursing terminal patients, even after the death of her friend in that home. She also finds a new lover, Matt Harper, who is also great with her kids, but still gets addicted to pills, causes a major accident, loses custody and needs long-term institutionalized therapy. After her release, a friend gets her another job in TV production, which makes her meet baseball star Harry Brewer. When he proves adulterous and gets too intimate, she ends up murdering him. Detective Webster investigates..",0.0,0.0,94.0,2003-06-01,"['Drama', 'Thriller']",0.113644,5.0,2.0
14613,Next Avengers: Heroes of Tomorrow,Next Avengers: Heroes of Tomorrow,en,The children of the Avengers hone their powers and go head to head with the very enemy responsible for their parents' demise.,0.0,3800000.0,78.0,2008-09-02,"['Animation', 'Family']",4.467383,6.3,44.0
390747,Obit,Obit,en,"How do you put a life into 500 words? Ask the staff obituary writers at the New York Times. OBIT is a first-ever glimpse into the daily rituals, joys and existential angst of the Times obit writers, as they chronicle life after death on the front lines of history.",0.0,0.0,93.0,2017-04-26,['Documentary'],1.728108,5.3,3.0
99106,The Monster,Mahakaal,hi,"A demon torments the family and friends of Anita in order to take revenge on his death, which was caused by her police-officer father. The rest of the movie is how Anita tackles the demon with the help of her boyfriend.",0.0,0.0,132.0,1993-01-01,['Horror'],0.000151,6.0,1.0
152635,The Assassination,L'Attentat,fr,,0.0,0.0,0.0,1972-10-11,"['Thriller', 'History']",1.081593,6.3,5.0
5422,Erotic Nights of the Living Dead,Le notti erotiche dei morti viventi,it,A sailor takes an American businessman and his girlfriend to an island where the businessman wants to build a resort. Soon a weird voodoo couple show up and warn them of bad things that are going to happen. It doesn't take long for the zombies to show up and start chowing down on human flesh. The main characters do manage to fit in quite a bit of sex though.,0.0,0.0,112.0,1980-11-18,['Horror'],1.420104,2.2,7.0
348089,Grease Live,Grease Live,en,"After enjoying a holiday romance, high school students Danny and Sandy are unexpectedly reunited when she transfers to Rydell High, where she must contend with cynical Rizzo and the Pink Ladies.",0.0,0.0,180.0,2016-01-31,"['TV Movie', 'Music']",4.456394,7.4,112.0
254918,Louder Than Words,Louder Than Words,en,"After the unexpected death of their daughter, a couple work to build a state of the art children's hospital where families are welcomed into the healing process.",0.0,0.0,95.0,2013-10-11,['Drama'],2.100842,5.6,19.0
373889,The Most Beautiful Day,Der geilste Tag,de,"The quirky, overambitious pianist Andi (33) and the more laid back and relaxed Benno (36) have just one thing in common: They will both die soon. So the two of them decide after some trouble at the hospice, to have the most awesome day before its too late. First thing is they need is money, which they cleverly scam, since going to prison is -considering the limited amount of time of the question. Then they set off for Africa! It will not only be a nightmare for Andi the hypochondriac, but also a huge deal for Benno, who will have to face his past for the first time in his life. The journey leads them through hazards, a number of comedic, tragic, dramatic and dangerous moments and finally to their original aspiration: The most awesome day of realizing that you need to take life into your own hands to not miss out on it.",0.0,0.0,113.0,2016-02-25,"['Comedy', 'Drama']",3.80694,7.0,60.0
337758,Honey Night,Медена ноќ,mk,The story of this political thriller takes place in the 90s and follows one night of the life of the Deputy Minister Nikola and his wife Ana.  Nikola Ristanovski and Verica Nedeska star in the main roles of the couple.,0.0,0.0,90.0,2015-04-17,"['Drama', 'Thriller']",0.601453,9.3,2.0
255396,Yardbird,Yardbird,en,A young girl who lives in a remote wrecking yard takes on the local bullies when they travel out to torment her father.,0.0,0.0,13.0,2012-05-16,[],0.407488,6.8,8.0
21966,Blood and Bones,血と骨,ja,"In 1923, the young Kim Shun-Pei moves from Cheju Island (South Korea), to Osaka (Japan). Through the years, he becomes a cruel, greedy and violent man and builds a factory of kamaboko (processed seafood products) in his poor Korean-Japanese community exploiting his employees. He makes a fortune, abuses and destroys the lives of his wife and family, has many mistresses and children and shows no respect to anyone. Later he closes the factory, lending out the money with high interest and becomes a loan shark. His hateful behavior remains unchanged to his last breath, alone in North Korea. The film is told from the perspective of Masao, his legitimate son by his abused and degraded wife, who knows nothing about his father other than to fear him.",0.0,0.0,140.0,2004-11-06,['Drama'],1.727334,5.7,13.0
16636,Spellbound,Spellbound,en,"This documentary follows 8 teens and pre-teens as they work their way toward the finals of the Scripps Howard national spelling bee championship in Washington D.C. All work quite hard and practice daily, first having to win their regional championship before they can move on. Interviews include the parents and teachers who are working with them. The competitors not only work hard to get to the finals but face tremendous pressure as the original group of over 250 competitors is whittled down and the words they must spell get ever more difficult.",0.0,0.0,97.0,2002-11-13,['Documentary'],2.445503,7.2,43.0
273997,Stop at Nothing: The Lance Armstrong Story,Stop at Nothing: The Lance Armstrong Story,en,"A portrait of the man behind the greatest fraud in sporting history. Lance Armstrong enriched himself by cheating his fans, his sport and the truth. But the former friends whose lives and careers he destroyed would finally bring him down.",0.0,0.0,100.0,2014-05-27,['Documentary'],0.936567,7.0,25.0
13640,Superman: Doomsday,Superman: Doomsday,en,"When LexCorps accidentally unleash a murderous creature, Doomsday, Superman meets his greatest challenge as a champion. Based on the ""The Death of Superman"" storyline that appeared in DC Comics' publications in the 1990s",3500000.0,0.0,75.0,2007-09-18,"['Action', 'Animation', 'Science Fiction']",7.879229,6.5,138.0
107420,The Sisterhood,The Sisterhood,en,The year is 2021 AD. Women have been enslaved by a brutal army of men who survived the nuclear holocaust. Their only hope for freedom is in the hands of a nomadic band of fierce she-warriors: The Sisterhood.,0.0,0.0,75.0,1988-01-01,"['Action', 'Adventure', 'Science Fiction']",0.449565,3.5,3.0
295832,Unique Brothers,Fratelli unici,it,"A funny story about two brothers, Pietro and Francesco, and what happens with them and their families after Petro loses his memory.",0.0,0.0,94.0,2014-10-02,"['Romance', 'Comedy']",2.969323,5.8,65.0
118936,Stand-In,Stand-In,en,An east coast efficiency expert who stakes his reputation on his ability to turn around a financially troubled Hollywood studio receives some help from a former child star who now works as a stand-in for the studio.,0.0,0.0,91.0,1937-10-29,"['Comedy', 'Romance']",0.57266,7.2,3.0
247500,Le 7ème juré,Le 7ème juré,fr,,0.0,0.0,0.0,2008-05-16,"['Crime', 'Drama']",0.795963,5.8,6.0
249457,La gente che sta bene,La gente che sta bene,it,,0.0,0.0,0.0,2014-01-29,['Comedy'],1.585518,4.5,29.0
105077,Battlestar Galactica: The Plan,Battlestar Galactica: The Plan,en,"When the initial Cylon attack against the Twelve Colonies fails to achieve complete extermination of human life as planned, twin Number Ones (Cavils) embedded on Galactica and Caprica must improvise to destroy the human survivors.",0.0,0.0,112.0,2009-10-27,"['Science Fiction', 'Action', 'Adventure', 'Drama']",6.190967,6.6,145.0
9067,Tank Girl,Tank Girl,en,"Based on the British cult comic-strip, our tank-riding anti-heroine fights a mega-corporation, which controls the world's water supply.",25000000.0,4064495.0,98.0,1995-03-31,"['Action', 'Comedy', 'Fantasy', 'Science Fiction']",7.602087,5.5,140.0
13403,Hedwig and the Angry Inch,Hedwig and the Angry Inch,en,"Hansel Schmidt, is a young East German boy, born and raised during the Cold War in communist East Berlin. In his 20s, he meets Luther Robinson, an older American soldier, who falls in love with Hansel and the two decide to marry, which will allow Hansel to leave communist East Germany for the West.  But, in order to marry, Hansel must undergo a sex-change. However, the procedure does not go perfectly and Hansel becomes not a trans woman, but a 'genderqueer', Hedwig.  Back in the USA, on their first wedding anniversary, Luther leaves Hedwig for another man. On  that same day the news headlines were of the fall of the Berlin Wall and freedom.  Hedwig tours the  US with her rock band and relates her life story while following her ex-boyfriend/band-mate Tommy Speck (to whom she gives the stage name ""Tommy Gnosis""), who stole her songs and rose to fame.",0.0,0.0,95.0,2001-07-20,"['Comedy', 'Music']",4.446806,7.4,81.0
107928,Gold of Rome,L'oro di Roma,it,"L'oro di Roma (internationally released as Gold of Rome) is a 1961 Italian war - drama film directed by Carlo Lizzani. The film is based on actual events related to the Nazi roundup in the ghetto of Rome, in October 1943.",0.0,0.0,92.0,1961-11-26,[],0.143037,6.0,1.0
33613,The Girl Who Kicked the Hornet's Nest,Luftslottet som sprängdes,sv,"After taking a bullet to the head, Salander is under close supervision in a hospital and is set to face trial for attempted murder on her eventual release. With the help of journalist Mikael Blomkvist and his researchers at Millennium magazine, Salander must prove her innocence. In doing this she plays against powerful enemies and her own past.",4000000.0,43498108.0,147.0,2009-11-27,"['Action', 'Thriller', 'Crime', 'Mystery']",8.405013,7.0,451.0
39342,Fight for Your Life,Fight for Your Life,en,A minister dispenses justice on three convicts who take his family hostage.,0.0,0.0,82.0,,"['Thriller', 'Crime', 'Drama']",1.233805,5.7,17.0
360007,Patchwork,Patchwork,en,"A delightfully dark, Frankenstein-themed horror comedy about a re-animated corpse, made from the stitched together body parts of three murdered young women, that decides to go on a bloody quest to find their killer and avenge their deaths!",0.0,0.0,86.0,2015-10-15,"['Horror', 'Comedy']",6.588979,6.2,13.0
34148,Imitation of Life,Imitation of Life,en,"Lora Meredith, a white single mother who dreams of being on Broadway, has a chance encounter with Annie Johnson, a black widow. Annie becomes the caretaker of Lora's daughter, Suzie, while Lora pursues her stage career. Both women deal with the difficulties of motherhood: Lora's thirst for fame threatens her relationship with Suzie, while Annie's light-skinned daughter, Sarah Jane, struggles with her African-American identity.",0.0,0.0,125.0,1959-01-01,"['Drama', 'Romance']",4.480053,7.2,62.0
360603,Crown for Christmas,Crown for Christmas,en,"After getting fired from her job as a maid at a ritzy New York City hotel, Allie reluctantly accepts a temp gig as the governess to a young girl who is part of a powerful family in Europe that lives in an actual castle. After arriving, Allie learns the girl is named Princess Theodora and her father is Maximillion, the King of Winshire. The King informs Allie that the Princess has a tendency to terrorize authority figures, a predilection that has grown worse since her mother’s death. Yet governess and Princess wind up hitting it off while at the same time a spark forms between Allie and Max. However, Countess Celia is expecting to wed the King. Will Max take a stand for his feelings for Allie and make it truly a merry Christmas for all (or at least, most)?",0.0,0.0,84.0,2015-11-27,"['Romance', 'TV Movie', 'Comedy']",1.878526,7.1,20.0
132961,The Caine Mutiny Court-Martial,The Caine Mutiny Court-Martial,en,"A full-length adaptation, originally staged as a play, of the court-martial segment from the novel ""The Caine Mutiny"".",0.0,0.0,100.0,1988-05-08,[],0.575483,3.0,2.0
33735,Pressure Point,Pressure Point,en,An African-American prison psychiatrist (Sidney Poitier) finds the boundaries of his professionalism sorely tested when he must counsel a disturbed inmate (Bobby Darin) with bigoted Nazi tendencies.,0.0,0.0,94.0,1962-01-01,['Drama'],0.397274,6.9,5.0
42195,The Testaments,The Testaments,en,This film depict events from the Life and ministry of Jesus Christ as recorded in the New Testament and the Book of Mormon. The story culminates with a portrayal of the Ressurected Savior's visit to the ancient Americas as seen through the eyes of a fictional family. Jesus' ministry to the members of His fold in both the Holy Land and the ancient Americas powerfully demonstrates that He is the Good Shepherd of all who hear His voice.,0.0,0.0,65.0,2000-03-24,['Drama'],0.614776,7.2,9.0
21751,Spoon,Lepel,nl,"Years ago, Lepel's parents left an hot air balloon world tour. He stays with granny Koppenol, a mean bitch who constantly exploits him for domestic chores, in her buttons shop and even as accomplice in the department store where she steals the buttons from clothes. After she won't even leave him the balloon kind salesman Max gave him, Lepel, now 9, runs away. He meets Max's slightly older daughter Pleun. Schoolmaster Bijts is also looking for him, but only as arithmetics talent for an academic schools contest. Max accidentally finds out the sad truth about Lepel's family.",0.0,0.0,96.0,2005-02-02,"['Family', 'Drama']",0.309836,0.0,0.0
26138,Duelist,형사 Duelist,ko,"Set years ago in the era of the Joseon Dynasty, the story follows a young police officer named Namsoon (Ha Ji-won) who, along with her fellow officers, discovers a counterfeit ring operating out of the area they've been assigned to protect. However, as the criminals aren't just printing up their own money, they also plan to use it to topple the economy and take down the government. As her investigative work continues, Namsoon soon makes the acquaintance of a young man known only as Sad Eyes (Gang Dong-won), for the way that he looks out at you from underneath his hair - he doesn't say much, but he's got that look and that's all it takes to pique Namsoon's interest in him, even if she shouldn't be thinking those thoughts about someone she might have to toss in jail. Of course, Namsoon can't deny her feelings even if the object of her affection belongs behind bars, and it's not long before she's starting to act on her emotions.",0.0,0.0,111.0,2005-09-08,['Action'],3.681251,6.2,18.0
322378,Nice People,Filip & Fredrik presenterar Trevligt folk,sv,"As the first African team ever, Somalia has just signed up for the Bandy World Championships. The young players doesn't live in Somalia. They live in Borlänge, Sweden, where xenophobia has taken hold.",0.0,0.0,96.0,2015-01-28,['Documentary'],0.255966,9.0,2.0
52260,De Leeuw van Vlaanderen,De Leeuw van Vlaanderen,en,A tale centered on the Battle of the Golden Spurs in 1302 where the Flemish rank and file won a major victory over the glorious French knights.,0.0,0.0,94.0,1985-03-14,"['History', 'Drama']",1e-06,6.5,3.0
339152,The Babushkas of Chernobyl,The Babushkas of Chernobyl,en,Some 200 women defiantly cling to their ancestral homeland in Chernobyl’s radioactive “Exclusion Zone.”,0.0,0.0,72.0,2015-06-14,['Documentary'],0.751381,7.0,4.0
96001,Hard Labor,Trabalhar Cansa,pt,"With her husband having lost his job, Helena opens her own grocery store, but is soon plagued by strange occurrences.",0.0,0.0,99.0,2011-05-12,"['Drama', 'Horror']",0.299194,4.5,7.0
47574,The Monkey's Mask,The Monkey's Mask,en,The Monkey's Mask is a 2000 thriller film directed by Samantha Lang. It stars Susie Porter and Kelly McGillis. Porter plays a lesbian private detective who falls in love with a suspect (McGillis) in the disappearance of a young woman. The film is based on the verse novel of the same name by Australian poet Dorothy Porter.,0.0,0.0,93.0,2000-09-27,['Drama'],0.417273,4.8,7.0
57000,Breaking the Maya Code,Breaking the Maya Code,en,"The complex and beautiful hieroglyphic script of the ancient Maya was until recently one of the last great undeciphered writing systems. Based on the best-selling book by Michael Coe, called by the New York Times ""one of the great stories of 20th century scientific discovery"", Breaking the Maya Code traces the epic quest to unlock the secrets of the script across 200 years, nine countries and three continents.",1000000.0,0.0,116.0,2008-05-05,"['Documentary', 'Mystery']",0.154635,5.3,4.0
